StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q5_1,Q5_2,Q17,Q27,Q18_5,Q29,Q30,Q31,Q32,Q33,Q156,Q155,Q37,Q36,Q35,Q40,Q41,Q42,Q52,Q44,Q45,Q49,Q50,Q51,Q53,Q54,Q55,Q57,Q58,Q59,Q61,Q62,Q63,Q79,Q80,Q81a,Q81b,Q82,Q83,Q160,Q84,Q93,Q94,Q95,Q159,Q96,Q92,Q94,Q95,Q96,Q97,Q99,Q100,Q101,Q102,Q103,Q105,Q106,Q107,Q108,Q109,Q122,Q123,Q124,Q125,Q127,Q126,Q129,Q130,Q131,Q132,Q134,Q135,Q136,Q137,Q138,Q139,Q141,Q142,Q143,Q144,Q134,Q160,Q135,Q118 - Topics
5/20/2019 2:53,5/20/2019 3:03,IP Address,192.114.91.230,100,574,TRUE,5/20/2019 3:03,R_2f3hfWuOm7nAuGa,,,,,31.7808075,35.22869873,anonymous,HE,,27,4,כן,תואר ראשון,4,כן,"Int game_level(int rows, int columns, int mokshim_num)",Game_time,Cube_mokesh,חושף מה יש בתא הספציפי,,,,,,,,,,,,מחזיר את השכר שעובד צריך לקבל,לדעת כמה שעות עבודה,קצב אכילה,Return hours*rate,Full_time_hours,,,,,,,,,,,,,,,,,,,,,Game_board,לשים צורה בתא הספציפי,מספר שורה,מספר עמודה,Display_game(board game),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,כן,לא,כן,
5/20/2019 3:05,5/20/2019 3:21,IP Address,132.73.214.35,100,1004,TRUE,5/20/2019 3:21,R_3mklkKJFMZXQzzZ,,,,,31.5,34.75,anonymous,HE,זכר,26,4,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,board,"לסימון איקס או עיגול במיקום row, col",מייצג מספר שורה,מייצג מספר עמודה,board_display,size,arrenges the files alphabetically in files data structure,"array, list, something like that. ","void if its a reference, otherwise it returns the new sorted data structure",can_increase_space,,,,,,,,,,,,בודק לפי המיקום הנוכחי והיעד המבוקש לאיזה כיוון וכמה קומות צריך לנוע,destination_floor,current_floor,distance,door_state,"עבור i מ0 עד קומה_אחרונה-1 בצע
       מצב_דלת =1
       מצב_דלת = 0
       עלה(1)
מצב דלת =1
מצב דלת=0
       ",,,,,,,,,כן,לא,לא,
5/20/2019 3:55,5/20/2019 4:40,IP Address,192.114.91.233,100,2696,TRUE,5/20/2019 4:40,R_pxWJhiUj5R7XnhL,,,,,31.7808075,35.22869873,anonymous,HE,נקבה,26,4,כן,תואר ראשון,4,,,,,,,,,,,מוציא שכר לפי דירוג ומס שעות עבודה,מספר שעות עבודה,שכר לשעה,שעה כפול דירוג,סף ,Extra_rate,,,,,,,,,,,,,,,,Wining,Player make is turn in the game,The row the player chose on the board,The colum the player chose on the board,"(Create_board(int row,int col",,,,,,,,,,,,,,,,,,,,,,,,,,,מחליט האם עולים או יורדים ומחשב את מספר הקומות,Current_floor,Next_floor,Num_floors,Door_staye,,,,,,,,,,כן,לא,כן,
5/20/2019 4:19,5/20/2019 4:56,IP Address,192.114.91.231,100,2224,TRUE,5/20/2019 4:56,R_3rMpCU1m2GdZvaP,,,,,31.7808075,35.22869873,anonymous,HE,נקבה,26,3,כן,תואר ראשון,3,,,,,,Yes,"get_difficulty(int grid_size, int num_of_mines)",game_time,board_description,מקבלת שורה ועמודה ועושה שם את הפיצוץ,,,,,,,,,,,,,,,,,,,,,,,,,,,grid_current_state,מקבלת שורה ועמודה ומזיזה לשם את הסמן,מספר השורה שאליה נראה להזיז את הסמן,מספר העמודה שאליה נראה להזיז את הסמן,display_grid(),,,,,,,,,,,file_size,"לסדר את כל הקבצים שהפונקציה קיבלה לפי סדר הא""ב של השם שלהם",התפקיד שלו זה לתת את הקבצים שאותם נראה לסדר והטיפוס שלו הוא רשימה של קבצים,"רשימה של הקבצים שהיא קיבלה לאחר שהם מסודרים לפי הא""ב של השם שלהם","update_file_size(File file, int increase_by, int disk_free_space)",,,,,,,,,,,,,,,,,,,,,לא,,לא,
5/19/2019 8:38,5/19/2019 8:38,IP Address,2.53.131.90,67,16,FALSE,5/20/2019 8:40,R_xDFjdFEf6G6qk7f,,,,,,,anonymous,HE,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2019 8:48,5/19/2019 8:49,IP Address,37.26.148.166,62,54,FALSE,5/20/2019 8:49,R_3O1j1wKMSEw1nDT,,,,,,,anonymous,HE,זכר,28,2,כן,תואר ראשון,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2019 8:47,5/19/2019 8:49,IP Address,37.26.148.158,72,118,FALSE,5/20/2019 8:49,R_1hL5hfYMHP9DmPI,,,,,,,anonymous,HE,נקבה,27,7,כן,תואר ראשון,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2019 9:20,5/19/2019 9:21,IP Address,185.24.204.252,68,76,FALSE,5/20/2019 9:21,R_xztaVxU6E0IgnUR,,,,,,,anonymous,HE,זכר,27,3,כן,תואר ראשון,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2019 15:23,5/20/2019 15:42,IP Address,80.246.141.202,100,1105,TRUE,5/20/2019 15:42,R_1i3QQCU1RCoOI26,,,,,32.06669617,34.76669312,anonymous,HE,נקבה,25,3,כן,תואר ראשון,4,,,,,,No,"get_difficulty(size, mines_num)-> difficulty_level",game_duration,board_params,expose specific square on the board,,,,,,,,,,,,,,,,,,,,,,,,,,,Board,pick symbol of the curr player at a specific position on the board,the x position,the y position,display_board(),,,,,,,,,,,,,,,,gets the elavatoe up or down to specific position,next_up_position,curr_position,next_down_position,door_position,"for floor in range(high_level):
open_door(floor)
close_door(floor)",,,,,,,,,,,,,,,לא,,לא,
5/21/2019 5:29,5/21/2019 5:47,IP Address,192.114.91.235,100,1029,TRUE,5/21/2019 5:47,R_12i0JARlfFjXhB5,,,,,31.7808075,35.22869873,anonymous,HE,זכר,27,1,כן,תואר ראשון,3,,,,,,Yes,"(Level getGameLevel(int size, int numberOfMines",gameTime,squaresContent,gui expose the requested  square,,,,,,,pays an employ the requested salary,how many working hours the worker has,employee fixed hourly payment,"void pay(double hours, double rate)
this->bankAccount->transfer(hours*rate)",requiredWeeklyHours,employeeWeeklyOvertimePayment,,,,cheeseTempLocation,columbusVistedTracks,columbusMaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,לא,,לא,
5/21/2019 5:43,5/21/2019 6:01,IP Address,2.55.16.125,100,1118,TRUE,5/21/2019 6:01,R_6PWv24QQTZ8Widz,,,,,32.06669617,34.76669312,anonymous,HE,זכר,19,5,לא,,,,,,,,Yes,"GameInfo CreateGame(int row, int col, int mines",GameTime,NumberOfAdjacentMines,"Return the previous question info about [row, col]",,,,,,,Calculate the wage,The number of working hours,An employee hourly wage,"Pay(h, r){
Return h*r
}",FulltimeHoursRequirment,OvertimeHours,,,,,,,,,,,,,,,GridInfo CurrentInfo,"Change the [row, cal] space to the current player Shape",Indicates the row the player chose,Indicates the column the player chose,DisplayGrid(GridInfo grid),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,כן,לא,כן,
5/21/2019 5:37,5/21/2019 6:04,IP Address,176.229.216.122,100,1591,TRUE,5/21/2019 6:04,R_1dhNnvMtChehWUf,,,,,32.43640137,34.91960144,anonymous,HE,נקבה,17,2,לא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file_size,Arranges the files in alphabetical order by their name,"The parameter gives the files to sort, the type is maybe a list or a vector of the File class",A list or vector of the sorted files,"bool is_available_space_disc(File file, int increse_file_by, int available_space_disc)",,,,,,,,,,,,מחליט אם המעלית צריכה לעלות או לרדת וקורא לפונקציה המתאימה עם מספר הקומות,dest_floor,curr_floor,amount_floors_to_move,door_state,"for (int i = 0; i < num_floors; i++)
{
open_door()
close_door()
go_up(1)
}",,,,,MAX_PINUKIM_IN_MONTH,AMOUNT_MONEY_FOR_PINUK,client_amount_pinukim_earned,"bool can_client_get_pinuk(int client_amount_pinukim_earned, int client_amount_pinukim_spent)",כן,לא,כן,
5/21/2019 5:55,5/21/2019 6:11,IP Address,46.120.64.72,100,988,TRUE,5/21/2019 6:11,R_32PepcPODZVzzst,,,,,32.81599426,34.98210144,anonymous,HE,זכר,21,2,לא,,,כן,"Difficulty(int rows, int columns)",Time_Elapsed,Bomb_Dis,"מראה אם המשבצת בשורה ועמודה הנתון פצצה, ואם לא מראה כמה פצצות יש לידו.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Board,"לשים איקס או מעגל במקום המצוין לפי השורה ועמודה, לפי התור.",לציין באיזה שורה צריך לשים את האיקס או מעגל בלוח.,לציין באיזה עמודה צריך לשים את האיקס או מעגל בלוח.,(Board board)Print_Board,Size,"Goes through a list of files, and sorts them by the name of each one alphabetically.",The parameter is a list of variables of the class file.,Returns a new list of class files sorted alphabetically.,Has_Space,,,,,,,,,,,,,,,,,,,,,,,,,,כן,לא,לא,
5/21/2019 5:57,5/21/2019 6:19,IP Address,141.226.218.100,100,1300,TRUE,5/21/2019 6:19,R_W8JqtZDO1phwiJ3,,,,,32.01139832,34.77220154,anonymous,HE,זכר,26,4,כן,תואר ראשון,2,,,,,,,,,,,,,,,,,,,,,,,cheese_coordinates,mouse_route,maze,,,,,,,,,,,,,,,,,,,,,,file_size,it sorts the files by the alphabetical order,"a list of the files by order, list type",the same list after being sorted,enlargement_space-available,,,,,,,,,,,,,,,,,,benefits_max,benefits_value,benefits_current,benefits_remaining,,,,,כן,לא,לא,
5/21/2019 6:42,5/21/2019 6:59,IP Address,132.69.196.132,100,1047,TRUE,5/21/2019 6:59,R_2VrsMdtfEu7pEw8,,,,,32.7006073,35.17970276,anonymous,HE,זכר,25,2,כן,תואר ראשון,2,,,,,,,,,,,מעלה לשכר של העובד את השכר הבא בערך hours*rate,לדעת כמה שעות עבד העובד,לדעת מה השכר השעתי של אותו עובד,"class worker{
            int salary;
            pay(int hours, int rate){
                        salary += hours * rate;
            }
}
",WEEKLY_WORKING_HOURS,OVERTIME_SALARY_ADDITION,,,,,,,cheese_position,rooms_visited,maze_map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,בודק כמה קומות המעלית צריכה לעלות או לרדת כדי להגיע לקומה הרצויה.,dest_floor,current_floor,floors_to_go,is_door_open,"one_floor = 1
for every floor in floors:
       go_up(floor)",,,,,,,,,כן,לא,לא,
